type,client,tx,amount
resolve,302,30576,778.8247
dispute,470,30577,439.4705
dispute,288,30578,278.8986
dispute,933,30579,576.8561
withdrawal,864,30580,506.3186
dispute,327,30581,646.8513
deposit,365,30582,915.6236
deposit,129,30583,645.9615
deposit,389,30584,612.3702
chargeback,231,30585,843.6545
resolve,506,30586,287.0902
dispute,443,30587,157.1515
dispute,239,30588,83.8754
resolve,484,30589,847.3411
chargeback,506,30590,787.6089
dispute,286,30591,909.4665
chargeback,420,30592,215.5684
chargeback,749,30593,316.8457
withdrawal,559,30594,29.4755
withdrawal,230,30595,455.3354
withdrawal,259,30596,52.7305
resolve,745,30597,351.1923
deposit,104,30598,366.5986
chargeback,852,30599,459.022
deposit,755,30600,205.3433
deposit,755,30601,693.8256
chargeback,852,30602,651.2963
chargeback,886,30603,638.4925
chargeback,901,30604,711.3893
deposit,900,30605,934.7723
dispute,771,30606,462.8335
chargeback,946,30607,316.0902
chargeback,655,30608,757.9465
deposit,112,30609,214.7243
deposit,362,30610,891.2072
deposit,316,30611,660.2709
dispute,377,30612,376.5316
withdrawal,894,30613,830.2891
dispute,347,30614,288.6458
resolve,707,30615,339.7214
chargeback,255,30616,703.2473
dispute,126,30617,375.8718
deposit,169,30618,938.4844
resolve,347,30619,884.9298
dispute,89,30620,605.161
withdrawal,56,30621,791.9319
withdrawal,444,30622,15.8903
deposit,42,30623,654.0376
chargeback,41,30624,583.1065
resolve,541,30625,754.1749
dispute,393,30626,75.3595
dispute,29,30627,710.8964
resolve,363,30628,379.527
deposit,152,30629,503.8473
withdrawal,208,30630,132.483
resolve,660,30631,983.2403
resolve,234,30632,729.6336
resolve,561,30633,327.8021
dispute,291,30634,984.7204
withdrawal,70,30635,572.2424
chargeback,865,30636,339.8017
chargeback,920,30637,552.7621
dispute,58,30638,546.0915
resolve,171,30639,774.5068
chargeback,746,30640,931.2297
chargeback,481,30641,751.4757
resolve,802,30642,836.5319
dispute,752,30643,727.4595
chargeback,235,30644,280.5035
deposit,515,30645,287.6297
resolve,785,30646,734.5646
deposit,201,30647,911.6307
dispute,826,30648,486.6937
deposit,615,30649,598.0186
resolve,543,30650,919.5689
withdrawal,853,30651,285.6715
resolve,375,30652,280.9856
dispute,732,30653,515.7306
dispute,283,30654,535.4579
withdrawal,399,30655,735.0135
chargeback,834,30656,960.3684
chargeback,476,30657,340.1164
dispute,788,30658,826.1867
deposit,49,30659,936.7223
resolve,77,30660,925.3357
deposit,670,30661,253.7202
dispute,276,30662,804.2839
deposit,792,30663,788.4471
chargeback,410,30664,191.5989
resolve,755,30665,466.8473
withdrawal,897,30666,506.7393
chargeback,867,30667,423.625
chargeback,87,30668,642.8874
chargeback,353,30669,959.8582
deposit,866,30670,342.07
dispute,935,30671,264.4015
dispute,724,30672,420.1614
dispute,95,30673,914.7013
deposit,372,30674,862.7927
withdrawal,64,30675,9.1349
resolve,91,30676,252.0139
withdrawal,512,30677,639.8523
chargeback,932,30678,591.1119
dispute,84,30679,792.9118
chargeback,913,30680,469.5008
dispute,635,30681,819.84
chargeback,71,30682,73.268
dispute,662,30683,353.7411
deposit,937,30684,347.1528
deposit,611,30685,846.2865
chargeback,962,30686,747.3334
resolve,697,30687,515.9688
dispute,581,30688,723.0091
resolve,440,30689,113.6346
chargeback,218,30690,462.8504
chargeback,377,30691,643.3841
dispute,174,30692,154.3902
resolve,942,30693,119.5184
chargeback,66,30694,542.4639
deposit,987,30695,74.404
chargeback,654,30696,918.0317
resolve,136,30697,971.7208
withdrawal,784,30698,803.7266
deposit,904,30699,592.096
dispute,848,30700,56.5599
dispute,18,30701,288.0834
resolve,906,30702,195.8791
dispute,451,30703,294.317
deposit,342,30704,63.2182
resolve,64,30705,211.1789
deposit,273,30706,829.4364
chargeback,31,30707,437.2234
dispute,102,30708,838.3977
dispute,573,30709,7.5373
deposit,92,30710,890.3281
dispute,830,30711,288.0659
deposit,869,30712,552.8035
dispute,273,30713,889.1912
chargeback,508,30714,678.0482
resolve,470,30715,110.0114
dispute,241,30716,842.4184
dispute,492,30717,694.8977
resolve,899,30718,851.1526
withdrawal,518,30719,453.9744
resolve,381,30720,396.157
dispute,497,30721,942.6339
dispute,591,30722,826.1428
dispute,543,30723,138.628
chargeback,91,30724,584.1327
withdrawal,872,30725,995.2007
withdrawal,617,30726,267.5755
resolve,156,30727,572.7053
chargeback,693,30728,70.6948
chargeback,325,30729,257.5091
deposit,948,30730,855.4065
dispute,407,30731,948.6651
deposit,476,30732,775.0583
resolve,803,30733,172.2828
dispute,925,30734,263.0468
resolve,863,30735,260.6959
withdrawal,924,30736,191.299
deposit,451,30737,223.5999
deposit,534,30738,662.9201
resolve,624,30739,363.8479
resolve,175,30740,602.8424
deposit,658,30741,693.9895
resolve,47,30742,954.4475
dispute,889,30743,662.8798
dispute,380,30744,572.9277
dispute,900,30745,242.5806
withdrawal,581,30746,832.5743
deposit,611,30747,402.837
withdrawal,261,30748,897.5142
chargeback,368,30749,607.489
chargeback,728,30750,979.9343
deposit,846,30751,807.4334
withdrawal,120,30752,759.2572
deposit,651,30753,893.5066
withdrawal,723,30754,498.6459
deposit,919,30755,995.2635
dispute,530,30756,766.2956
resolve,376,30757,408.6749
dispute,311,30758,415.3286
dispute,858,30759,392.711
withdrawal,833,30760,693.9243
withdrawal,379,30761,874.6835
deposit,665,30762,630.4415
chargeback,407,30763,39.7208
dispute,940,30764,454.8857
withdrawal,525,30765,615.6491
resolve,238,30766,944.2348
deposit,85,30767,794.3591
deposit,580,30768,468.7281
deposit,32,30769,763.6181
dispute,601,30770,611.0652
withdrawal,777,30771,23.4418
withdrawal,577,30772,903.4422
withdrawal,609,30773,694.1632
dispute,437,30774,922.2099
dispute,719,30775,323.9345
resolve,396,30776,562.9785
chargeback,977,30777,830.953
dispute,218,30778,92.7146
withdrawal,644,30779,133.8245
chargeback,756,30780,145.9735
dispute,310,30781,445.2301
dispute,901,30782,683.8201
withdrawal,278,30783,974.3148
resolve,321,30784,96.2302
chargeback,918,30785,917.5546
withdrawal,753,30786,83.6293
withdrawal,576,30787,34.6833
dispute,35,30788,366.8661
resolve,285,30789,501.395
dispute,315,30790,40.3207
chargeback,533,30791,492.0175
resolve,115,30792,684.2873
withdrawal,499,30793,82.5548
dispute,640,30794,476.436
deposit,65,30795,908.6241
withdrawal,893,30796,297.273
dispute,259,30797,303.0558
dispute,218,30798,338.1742
chargeback,692,30799,635.7217
dispute,330,30800,748.1726
deposit,981,30801,253.8379
dispute,925,30802,935.2539
withdrawal,478,30803,191.2833
deposit,636,30804,870.1626
resolve,279,30805,305.8176
resolve,760,30806,121.3276
deposit,872,30807,610.1887
resolve,745,30808,868.7119
chargeback,144,30809,626.3866
dispute,222,30810,531.4834
resolve,808,30811,880.1812
withdrawal,721,30812,662.108
withdrawal,277,30813,528.0022
resolve,625,30814,922.734
chargeback,287,30815,394.3251
deposit,574,30816,610.0052
deposit,985,30817,205.9182
resolve,717,30818,28.7882
withdrawal,497,30819,679.3697
withdrawal,870,30820,357.5091
dispute,466,30821,685.6661
withdrawal,562,30822,225.2391
chargeback,631,30823,911.3208
deposit,682,30824,175.0903
deposit,632,30825,426.5167
chargeback,553,30826,577.8693
deposit,651,30827,92.9944
dispute,698,30828,554.7538
deposit,201,30829,410.4172
withdrawal,411,30830,475.1338
dispute,88,30831,364.1677
deposit,585,30832,594.163
resolve,544,30833,480.1918
withdrawal,27,30834,620.2705
deposit,568,30835,384.0907
dispute,64,30836,755.758
withdrawal,288,30837,648.3013
dispute,11,30838,814.1954
dispute,299,30839,189.1133
resolve,625,30840,546.2335
resolve,947,30841,263.5924
chargeback,255,30842,336.103
deposit,271,30843,542.8303
resolve,747,30844,554.2384
chargeback,483,30845,471.1232
deposit,183,30846,751.1658
chargeback,58,30847,585.1705
resolve,548,30848,90.6571
chargeback,767,30849,694.3256
chargeback,438,30850,527.3791
withdrawal,926,30851,393.2594
resolve,704,30852,254.5042
dispute,659,30853,975.399
resolve,437,30854,852.8101
chargeback,56,30855,782.9311
deposit,79,30856,289.8048
chargeback,567,30857,739.9112
chargeback,302,30858,15.568
deposit,24,30859,159.2198
chargeback,129,30860,330.1997
resolve,379,30861,407.4557
resolve,327,30862,820.3921
withdrawal,849,30863,220.4804
deposit,765,30864,258.0342
dispute,234,30865,363.0509
dispute,904,30866,660.1348
deposit,496,30867,3.357
withdrawal,174,30868,437.3924
resolve,890,30869,129.2682
deposit,584,30870,970.017
withdrawal,232,30871,142.5852
chargeback,125,30872,512.2035
dispute,46,30873,696.7465
dispute,301,30874,258.7275
chargeback,582,30875,398.2191
dispute,785,30876,619.8195
withdrawal,984,30877,245.2333
dispute,774,30878,15.7752
dispute,315,30879,832.3848
dispute,451,30880,838.7702
resolve,603,30881,587.2022
resolve,533,30882,230.4581
withdrawal,751,30883,209.4455
resolve,264,30884,810.8184
withdrawal,86,30885,569.1146
deposit,911,30886,856.0391
resolve,7,30887,800.0577
dispute,366,30888,574.3352
dispute,716,30889,545.486
resolve,433,30890,176.4336
chargeback,555,30891,315.8465
dispute,627,30892,364.2138
withdrawal,166,30893,811.584
deposit,749,30894,957.8509
deposit,898,30895,629.2783
chargeback,359,30896,10.7877
resolve,448,30897,395.9162
chargeback,319,30898,38.7117
resolve,61,30899,784.2878
deposit,531,30900,740.7743
chargeback,528,30901,654.5282
dispute,474,30902,131.2943
withdrawal,630,30903,655.9705
withdrawal,68,30904,484.3966
dispute,59,30905,298.909
deposit,751,30906,335.0064
deposit,149,30907,467.8914
resolve,202,30908,768.1235
withdrawal,205,30909,411.8819
resolve,555,30910,117.6792
deposit,128,30911,775.034
resolve,758,30912,449.3172
resolve,169,30913,172.8157
dispute,347,30914,573.0695
deposit,270,30915,291.8214
resolve,284,30916,918.6974
withdrawal,682,30917,192.9522
withdrawal,532,30918,58.2323
dispute,586,30919,973.2456
resolve,967,30920,419.9621
dispute,193,30921,53.3578
chargeback,993,30922,592.3718
resolve,23,30923,537.455
dispute,505,30924,404.8043
deposit,780,30925,16.7824
withdrawal,186,30926,198.234
resolve,291,30927,250.3057
deposit,456,30928,106.1522
withdrawal,786,30929,978.7038
deposit,455,30930,762.6505
deposit,202,30931,595.0343
resolve,110,30932,44.4088
deposit,376,30933,613.1007
resolve,76,30934,471.7702
dispute,472,30935,897.0549
chargeback,599,30936,587.1769
withdrawal,836,30937,977.4993
deposit,598,30938,701.8498
chargeback,75,30939,179.0903
resolve,674,30940,721.7792
deposit,817,30941,695.2122
dispute,671,30942,946.9113
deposit,769,30943,916.9796
dispute,675,30944,225.9124
withdrawal,95,30945,687.097
dispute,720,30946,859.5617
resolve,482,30947,167.4293
dispute,574,30948,411.0238
deposit,456,30949,49.4541
chargeback,55,30950,878.7343
deposit,335,30951,369.7225
withdrawal,370,30952,122.4198
dispute,942,30953,53.4257
resolve,542,30954,263.6905
withdrawal,871,30955,541.2819
resolve,844,30956,880.1769
resolve,409,30957,804.0251
resolve,758,30958,163.9933
deposit,941,30959,782.2504
withdrawal,489,30960,59.7835
dispute,608,30961,535.3341
dispute,382,30962,915.1326
resolve,917,30963,686.0977
withdrawal,644,30964,356.5107
withdrawal,726,30965,284.1566
dispute,598,30966,249.8785
dispute,684,30967,527.8056
deposit,735,30968,654.3951
deposit,996,30969,345.1543
chargeback,749,30970,726.672
deposit,144,30971,862.7999
dispute,444,30972,63.5475
deposit,812,30973,396.9167
chargeback,703,30974,483.9677
deposit,133,30975,763.7671
chargeback,875,30976,314.4266
dispute,784,30977,308.3261
resolve,364,30978,203.0904
resolve,30,30979,662.1033
dispute,153,30980,274.7616
withdrawal,235,30981,875.0643
chargeback,804,30982,657.1026
dispute,453,30983,896.2374
dispute,394,30984,546.8198
resolve,810,30985,576.2197
deposit,301,30986,943.728
withdrawal,862,30987,236.4448
resolve,5,30988,589.9385
withdrawal,604,30989,297.0269
chargeback,869,30990,951.3385
chargeback,943,30991,508.509
resolve,961,30992,25.0975
resolve,506,30993,398.6582
dispute,381,30994,760.8466
deposit,957,30995,387.836
deposit,95,30996,788.1144
dispute,203,30997,928.3609
dispute,414,30998,814.0844
withdrawal,674,30999,989.0814
resolve,201,31000,959.5348
resolve,605,31001,280.7779
withdrawal,548,31002,772.3927
dispute,463,31003,711.1363
withdrawal,184,31004,113.3728
resolve,407,31005,758.4275
dispute,821,31006,13.1175
chargeback,70,31007,389.1082
resolve,989,31008,304.1626
deposit,107,31009,622.8951
withdrawal,223,31010,304.6406
chargeback,694,31011,206.3251
resolve,348,31012,440.4259
chargeback,482,31013,164.2402
deposit,765,31014,383.9522
resolve,603,31015,454.7713
chargeback,202,31016,508.7953
withdrawal,359,31017,16.8335
resolve,599,31018,394.4303
withdrawal,724,31019,52.8153
chargeback,865,31020,989.4346
withdrawal,470,31021,375.6491
dispute,378,31022,35.6932
resolve,978,31023,257.8747
withdrawal,827,31024,185.3569
chargeback,177,31025,609.3226
deposit,758,31026,577.2947
withdrawal,986,31027,979.7008
resolve,268,31028,380.7419
chargeback,511,31029,893.2103
dispute,177,31030,93.2257
dispute,870,31031,84.3183
dispute,782,31032,278.6554
resolve,342,31033,217.6714
resolve,379,31034,334.4033
chargeback,904,31035,76.0273
dispute,518,31036,885.8465
deposit,893,31037,886.8565
withdrawal,996,31038,323.0605
chargeback,3,31039,128.4301
withdrawal,267,31040,687.3469
chargeback,103,31041,421.7033
chargeback,503,31042,7.66
dispute,599,31043,558.4469
dispute,145,31044,481.0438
chargeback,109,31045,117.3901
chargeback,99,31046,394.3408
withdrawal,915,31047,522.6919
chargeback,862,31048,838.8338
deposit,273,31049,823.8419
resolve,936,31050,691.6583
resolve,364,31051,457.1186
chargeback,189,31052,615.5029
chargeback,111,31053,627.1281
withdrawal,701,31054,327.2961
dispute,990,31055,105.4877
withdrawal,535,31056,297.1611
chargeback,255,31057,671.6756
withdrawal,962,31058,672.6888
deposit,829,31059,590.583
deposit,405,31060,238.6226
dispute,400,31061,431.4351
chargeback,240,31062,370.387
chargeback,219,31063,988.155
withdrawal,822,31064,902.8881
resolve,808,31065,140.6932
chargeback,775,31066,675.6521
chargeback,907,31067,504.5487
chargeback,659,31068,221.4917
deposit,171,31069,751.4844
withdrawal,250,31070,459.625
deposit,333,31071,288.7945
dispute,199,31072,56.7041
chargeback,323,31073,651.5598
dispute,716,31074,229.3893
dispute,947,31075,859.8788
chargeback,318,31076,453.9891
deposit,517,31077,564.1504
resolve,422,31078,176.6638
chargeback,42,31079,946.0031
resolve,726,31080,781.7916
deposit,240,31081,509.1249
dispute,283,31082,444.4067
dispute,935,31083,647.9742
resolve,324,31084,840.1979
withdrawal,593,31085,286.9501
withdrawal,48,31086,762.5289
dispute,102,31087,127.6748
withdrawal,973,31088,675.2967
deposit,399,31089,606.377
dispute,264,31090,978.5796
deposit,843,31091,961.0943
dispute,844,31092,366.3344
withdrawal,518,31093,28.6969
deposit,540,31094,947.8703
chargeback,114,31095,553.7962
dispute,588,31096,67.5069
resolve,399,31097,218.8931
resolve,263,31098,253.3242
withdrawal,860,31099,823.2927
chargeback,794,31100,969.019
deposit,145,31101,180.7999
withdrawal,221,31102,335.9439
resolve,377,31103,71.7961
resolve,229,31104,603.3336
dispute,551,31105,123.4727
deposit,490,31106,270.7405
resolve,745,31107,867.8194
withdrawal,318,31108,480.5684
withdrawal,11,31109,227.9566
resolve,297,31110,763.8989
withdrawal,91,31111,447.7622
chargeback,327,31112,874.5593
withdrawal,580,31113,816.3092
withdrawal,562,31114,375.1676
dispute,395,31115,448.0926
deposit,641,31116,136.5062
deposit,660,31117,98.7399
resolve,653,31118,481.022
withdrawal,41,31119,470.5052
withdrawal,33,31120,155.5053
deposit,521,31121,810.8238
resolve,35,31122,598.9167
resolve,414,31123,98.5061
dispute,907,31124,524.9793
deposit,323,31125,569.2801
deposit,333,31126,437.311
withdrawal,689,31127,97.8037
resolve,384,31128,772.874
dispute,48,31129,291.8697
withdrawal,54,31130,684.5698
chargeback,986,31131,585.4689
dispute,951,31132,342.6753
dispute,704,31133,103.6245
dispute,931,31134,45.0884
withdrawal,634,31135,588.1116
deposit,69,31136,298.2681
withdrawal,231,31137,18.1683
deposit,614,31138,271.3305
chargeback,729,31139,521.6427
withdrawal,157,31140,783.5754
deposit,279,31141,32.0472
chargeback,180,31142,961.4344
chargeback,415,31143,839.2451
dispute,445,31144,730.798
resolve,255,31145,440.0072
chargeback,25,31146,520.7016
resolve,291,31147,166.3557
resolve,59,31148,35.2162
resolve,387,31149,821.2584
dispute,823,31150,438.1354
resolve,706,31151,964.473
dispute,907,31152,9.4564
chargeback,353,31153,209.8845
deposit,496,31154,35.262
resolve,923,31155,645.2651
withdrawal,642,31156,771.7002
chargeback,315,31157,639.0673
chargeback,358,31158,40.6216
dispute,687,31159,232.3317
dispute,146,31160,130.9898
dispute,172,31161,151.0609
resolve,724,31162,78.1005
deposit,357,31163,546.4378
chargeback,272,31164,232.338
resolve,429,31165,830.8125
deposit,953,31166,516.5889
deposit,981,31167,436.906
dispute,254,31168,959.6085
dispute,541,31169,811.2959
withdrawal,433,31170,656.0995
chargeback,438,31171,907.6809
withdrawal,342,31172,721.3058
chargeback,91,31173,987.6564
dispute,670,31174,30.8551
chargeback,272,31175,145.5361
deposit,368,31176,637.9346
withdrawal,171,31177,651.884
chargeback,16,31178,281.2281
withdrawal,59,31179,806.5779
resolve,979,31180,276.2824
dispute,44,31181,380.8806
withdrawal,32,31182,578.8705
withdrawal,68,31183,209.7929
dispute,629,31184,223.1851
resolve,546,31185,827.0868
withdrawal,826,31186,350.5566
dispute,689,31187,582.4589
withdrawal,718,31188,252.6325
resolve,720,31189,38.6713
deposit,967,31190,516.8516
dispute,269,31191,846.3643
withdrawal,243,31192,390.8773
chargeback,599,31193,328.0859
dispute,376,31194,738.5529
resolve,647,31195,4.1113
chargeback,351,31196,329.9103
resolve,332,31197,95.274
dispute,189,31198,877.3346
deposit,956,31199,438.2186
resolve,922,31200,850.8993
chargeback,123,31201,285.0873
dispute,114,31202,303.6933
chargeback,272,31203,548.6519
deposit,560,31204,96.6877
dispute,898,31205,714.4977
withdrawal,804,31206,848.7328
resolve,321,31207,123.428
deposit,875,31208,556.7451
resolve,542,31209,973.7267
deposit,819,31210,113.1027
chargeback,64,31211,504.052
resolve,624,31212,433.4978
resolve,89,31213,579.2233
withdrawal,78,31214,709.4896
dispute,851,31215,37.1356
resolve,852,31216,302.9696
chargeback,197,31217,745.5716
withdrawal,850,31218,334.3341
deposit,285,31219,381.7362
dispute,660,31220,572.8894
chargeback,956,31221,930.3281
withdrawal,921,31222,772.3066
dispute,584,31223,194.7134
withdrawal,81,31224,712.4855
deposit,233,31225,411.5446
resolve,840,31226,450.2481
dispute,934,31227,688.7685
chargeback,326,31228,502.8903
resolve,1,31229,302.5883
resolve,236,31230,707.0798
deposit,75,31231,716.2319
chargeback,475,31232,791.2796
deposit,302,31233,574.5839
dispute,247,31234,958.0205
deposit,196,31235,560.2657
resolve,660,31236,413.6281
resolve,362,31237,86.9998
dispute,886,31238,113.8056
withdrawal,407,31239,179.6686
dispute,983,31240,363.0905
chargeback,668,31241,952.0755
deposit,670,31242,946.291
withdrawal,811,31243,881.3354
chargeback,254,31244,559.2116
withdrawal,557,31245,899.912
dispute,934,31246,402.075
dispute,910,31247,445.4569
chargeback,8,31248,171.0865
chargeback,647,31249,214.7528
dispute,1,31250,88.1355
dispute,967,31251,906.1987
dispute,300,31252,817.3479
deposit,871,31253,666.0856
chargeback,433,31254,41.009
resolve,18,31255,932.1158
dispute,173,31256,462.2878
dispute,149,31257,59.7267
resolve,134,31258,255.5505
deposit,190,31259,889.6894
chargeback,416,31260,308.5054
resolve,319,31261,62.2637
chargeback,634,31262,983.6138
chargeback,840,31263,113.5321
dispute,150,31264,903.2797
withdrawal,669,31265,320.6773
deposit,281,31266,724.9155
dispute,830,31267,211.9471
chargeback,146,31268,240.1494
dispute,394,31269,249.0136
chargeback,501,31270,519.7533
chargeback,400,31271,962.5465
resolve,683,31272,899.461
withdrawal,513,31273,880.5531
chargeback,153,31274,455.2632
deposit,604,31275,558.572
deposit,523,31276,753.3405
chargeback,1,31277,48.139
resolve,33,31278,630.0499
chargeback,524,31279,217.9731
deposit,314,31280,449.0141
withdrawal,149,31281,918.8388
withdrawal,669,31282,481.9828
chargeback,43,31283,31.3224
withdrawal,576,31284,560.8409
withdrawal,674,31285,416.8294
resolve,557,31286,846.8263
resolve,411,31287,783.5326
withdrawal,525,31288,755.3196
dispute,458,31289,351.3438
withdrawal,490,31290,190.396
deposit,450,31291,59.0485
dispute,523,31292,508.9548
dispute,965,31293,164.4356
dispute,293,31294,576.9155
resolve,101,31295,564.3292
resolve,15,31296,963.9166
dispute,154,31297,130.3072
resolve,582,31298,45.0658
resolve,93,31299,909.3155
dispute,602,31300,984.9126
dispute,543,31301,69.8508
resolve,980,31302,500.725
resolve,114,31303,824.7092
resolve,359,31304,589.2618
withdrawal,411,31305,798.6802
deposit,889,31306,132.8915
chargeback,488,31307,699.4004
chargeback,629,31308,201.3913
withdrawal,296,31309,607.6579
dispute,1,31310,239.9216
chargeback,256,31311,438.8026
dispute,359,31312,835.274
deposit,942,31313,884.285
resolve,32,31314,415.4552
deposit,921,31315,451.298
deposit,10,31316,982.1201
dispute,812,31317,192.0144
deposit,312,31318,401.4111
resolve,581,31319,750.0689
withdrawal,909,31320,484.5872
chargeback,994,31321,151.3653
withdrawal,59,31322,132.522
dispute,935,31323,345.229
withdrawal,272,31324,740.5003
resolve,65,31325,676.7942
withdrawal,68,31326,180.4437
withdrawal,317,31327,464.1453
withdrawal,167,31328,182.2143
dispute,279,31329,695.7213
withdrawal,80,31330,886.2706
dispute,986,31331,953.5534
chargeback,998,31332,426.5832
resolve,819,31333,430.4987
deposit,278,31334,215.5464
deposit,421,31335,341.3535
withdrawal,163,31336,731.8541
dispute,591,31337,949.4786
dispute,292,31338,676.7065
dispute,978,31339,936.7038
dispute,853,31340,538.3385
deposit,809,31341,84.449
deposit,94,31342,634.3121
dispute,405,31343,953.6589
chargeback,324,31344,124.5953
chargeback,48,31345,495.7873
withdrawal,53,31346,176.1087
dispute,881,31347,72.667
dispute,944,31348,65.2735
chargeback,636,31349,361.3403
resolve,692,31350,957.404
deposit,566,31351,662.0596
dispute,434,31352,809.3343
dispute,984,31353,173.8679
dispute,656,31354,340.7818
resolve,508,31355,161.0915
withdrawal,590,31356,884.2047
dispute,784,31357,477.4075
chargeback,742,31358,786.6222
resolve,420,31359,357.9835
resolve,94,31360,318.2646
withdrawal,370,31361,613.5059
deposit,329,31362,29.3431
chargeback,861,31363,818.1093
resolve,357,31364,741.8583
withdrawal,962,31365,21.1055
dispute,297,31366,253.4733
deposit,570,31367,773.8445
deposit,735,31368,963.0792
withdrawal,389,31369,535.4016
resolve,877,31370,578.9964
deposit,549,31371,355.134
deposit,323,31372,902.2777
resolve,599,31373,108.0046
dispute,534,31374,366.4179
withdrawal,770,31375,94.6992
resolve,719,31376,124.925
deposit,645,31377,464.4157
chargeback,800,31378,726.6534
deposit,224,31379,364.1238
dispute,323,31380,43.9958
chargeback,124,31381,190.1255
resolve,961,31382,417.2865
chargeback,371,31383,590.1548
resolve,367,31384,856.8005
deposit,738,31385,860.495
withdrawal,159,31386,138.1817
dispute,974,31387,552.4528
dispute,739,31388,854.3416
withdrawal,726,31389,276.5371
resolve,641,31390,131.7279
chargeback,919,31391,550.4838
resolve,4,31392,825.1271
deposit,673,31393,182.1086
resolve,861,31394,775.2347
dispute,739,31395,386.6809
deposit,418,31396,807.3679
chargeback,240,31397,637.598
chargeback,243,31398,183.1762
chargeback,832,31399,849.1262
resolve,376,31400,115.5825
deposit,437,31401,707.9148
resolve,253,31402,619.9302
withdrawal,560,31403,165.4926
withdrawal,138,31404,797.1324
resolve,865,31405,592.6489
resolve,16,31406,268.0119
dispute,578,31407,663.9841
resolve,868,31408,794.8858
dispute,1000,31409,22.82
chargeback,251,31410,295.6315
dispute,170,31411,496.1791
dispute,235,31412,827.7879
chargeback,951,31413,275.4738
dispute,558,31414,312.4117
resolve,3,31415,62.3802
deposit,897,31416,309.339
withdrawal,338,31417,414.8327
chargeback,144,31418,767.0152
deposit,336,31419,422.5401
chargeback,936,31420,882.0118
withdrawal,791,31421,430.3937
withdrawal,781,31422,562.9462
chargeback,558,31423,542.1565
chargeback,845,31424,839.224
withdrawal,918,31425,600.8867
deposit,728,31426,201.9015
resolve,90,31427,169.3025
dispute,799,31428,618.8802
resolve,772,31429,733.4658
withdrawal,469,31430,702.6483
dispute,393,31431,227.2487
dispute,619,31432,179.5216
chargeback,658,31433,275.0273
resolve,996,31434,921.5167
deposit,801,31435,885.8598
chargeback,500,31436,137.9525
resolve,294,31437,89.8464
withdrawal,231,31438,237.8575
resolve,108,31439,992.1099
chargeback,421,31440,34.5908
dispute,696,31441,242.4605
resolve,783,31442,813.2722
withdrawal,711,31443,535.205
resolve,761,31444,561.4233
chargeback,499,31445,760.3906
chargeback,308,31446,813.0311
withdrawal,3,31447,369.0083
withdrawal,712,31448,632.1191
deposit,893,31449,749.6395
resolve,281,31450,305.3026
deposit,245,31451,265.888
withdrawal,833,31452,14.5628
dispute,620,31453,406.7675
withdrawal,672,31454,984.266
withdrawal,202,31455,621.0779
withdrawal,676,31456,271.9363
dispute,7,31457,558.4768
withdrawal,656,31458,52.3523
withdrawal,424,31459,845.2228
dispute,616,31460,69.1956
deposit,911,31461,9.4927
withdrawal,686,31462,37.5029
deposit,528,31463,108.4574
resolve,440,31464,648.4752
deposit,990,31465,955.8807
deposit,791,31466,678.845
withdrawal,359,31467,66.0902
deposit,505,31468,389.1029
resolve,312,31469,984.553
deposit,529,31470,994.4233
withdrawal,962,31471,755.7725
withdrawal,880,31472,111.9347
deposit,921,31473,597.257
chargeback,724,31474,792.5044
withdrawal,552,31475,738.3835
chargeback,876,31476,809.0174
dispute,292,31477,763.7641
resolve,873,31478,118.2026
deposit,565,31479,509.9109
deposit,440,31480,282.8444
dispute,530,31481,359.8695
chargeback,690,31482,731.1485
withdrawal,48,31483,101.1405
deposit,887,31484,833.392
resolve,501,31485,612.0072
chargeback,771,31486,282.4255
chargeback,670,31487,10.6296
chargeback,640,31488,598.3057
deposit,268,31489,779.0417
dispute,856,31490,638.2207
withdrawal,185,31491,631.2681
withdrawal,72,31492,705.314
chargeback,52,31493,28.5736
deposit,550,31494,914.2914
resolve,904,31495,920.4486
resolve,924,31496,481.2317
deposit,281,31497,998.9706
resolve,249,31498,991.2229
dispute,74,31499,305.3004
dispute,829,31500,903.6303
chargeback,677,31501,827.4407
resolve,550,31502,806.0097
dispute,915,31503,186.0976
withdrawal,850,31504,339.6648
chargeback,176,31505,366.9413
chargeback,687,31506,764.6201
chargeback,685,31507,61.6176
withdrawal,401,31508,844.1305
dispute,474,31509,99.448
dispute,535,31510,26.8273
dispute,282,31511,589.2573
chargeback,958,31512,785.3247
withdrawal,842,31513,369.6271
withdrawal,150,31514,293.6524
resolve,702,31515,493.6563
deposit,907,31516,913.2467
dispute,499,31517,754.1864
chargeback,582,31518,983.101
dispute,752,31519,891.2092
withdrawal,653,31520,680.6745
deposit,705,31521,615.1136
dispute,248,31522,344.0395
chargeback,654,31523,254.2984
deposit,947,31524,703.0517
deposit,84,31525,210.0149
deposit,193,31526,258.1091
resolve,963,31527,637.0932
dispute,513,31528,346.8951
chargeback,842,31529,889.8094
chargeback,178,31530,236.0592
deposit,402,31531,31.3583
dispute,113,31532,293.0774
resolve,340,31533,391.2689
resolve,719,31534,488.7724
chargeback,67,31535,455.2644
resolve,625,31536,260.3607
chargeback,829,31537,142.7308
deposit,439,31538,811.3634
dispute,6,31539,818.9071
deposit,396,31540,761.5211
deposit,200,31541,710.7844
chargeback,253,31542,162.3859
