type,client,tx,amount
resolve,608,1814,898.5117
withdrawal,244,1815,886.1276
deposit,63,1816,461.396
dispute,560,1817,846.3537
dispute,804,1818,996.7273
dispute,632,1819,71.0185
resolve,958,1820,746.515
withdrawal,11,1821,244.0334
deposit,483,1822,47.9376
chargeback,871,1823,629.763
dispute,884,1824,387.0758
resolve,783,1825,745.7169
dispute,513,1826,28.3172
dispute,94,1827,406.4359
resolve,876,1828,823.9059
resolve,40,1829,519.7075
deposit,992,1830,8.4292
dispute,828,1831,640.7523
deposit,724,1832,152.9911
dispute,460,1833,317.7707
resolve,24,1834,533.3148
dispute,80,1835,720.5893
withdrawal,182,1836,117.3455
chargeback,180,1837,692.9854
withdrawal,144,1838,1.1701
deposit,349,1839,663.8861
chargeback,507,1840,727.0096
resolve,648,1841,646.4954
withdrawal,280,1842,991.2872
chargeback,315,1843,433.0302
chargeback,503,1844,850.6542
withdrawal,495,1845,956.5663
dispute,413,1846,558.814
chargeback,680,1847,276.7239
deposit,294,1848,892.3133
withdrawal,911,1849,72.2254
deposit,918,1850,403.2302
resolve,635,1851,559.3471
deposit,691,1852,479.8016
resolve,262,1853,957.6647
dispute,468,1854,576.5932
withdrawal,176,1855,23.7164
dispute,848,1856,519.0648
withdrawal,771,1857,608.761
deposit,881,1858,718.2403
chargeback,157,1859,526.8442
withdrawal,903,1860,618.5297
dispute,550,1861,509.098
withdrawal,940,1862,379.9725
withdrawal,944,1863,345.0203
dispute,851,1864,66.7959
deposit,834,1865,881.6523
withdrawal,199,1866,812.2887
dispute,152,1867,350.4372
resolve,214,1868,671.3889
dispute,527,1869,634.6424
withdrawal,206,1870,803.0947
chargeback,331,1871,232.0052
dispute,314,1872,782.4115
chargeback,432,1873,811.449
withdrawal,813,1874,722.7964
deposit,54,1875,173.3074
resolve,996,1876,113.2016
resolve,515,1877,95.9501
dispute,537,1878,883.294
dispute,402,1879,232.4628
chargeback,116,1880,842.7403
chargeback,692,1881,174.2618
withdrawal,955,1882,250.367
chargeback,626,1883,584.4876
deposit,128,1884,255.2872
deposit,58,1885,262.6279
resolve,373,1886,942.5897
chargeback,525,1887,305.7574
deposit,892,1888,32.5068
dispute,831,1889,670.5758
dispute,712,1890,922.0481
resolve,98,1891,799.4945
chargeback,389,1892,579.4487
resolve,204,1893,613.5116
withdrawal,36,1894,683.2052
withdrawal,379,1895,3.9176
dispute,112,1896,743.6654
dispute,237,1897,255.8817
dispute,536,1898,819.0993
deposit,202,1899,752.4802
chargeback,178,1900,238.2177
chargeback,657,1901,308.9028
resolve,387,1902,588.1814
resolve,909,1903,119.3603
chargeback,135,1904,681.0857
deposit,388,1905,228.8907
chargeback,915,1906,723.4453
chargeback,589,1907,389.1729
resolve,972,1908,582.5492
resolve,800,1909,383.345
dispute,507,1910,61.7706
resolve,600,1911,972.3582
dispute,360,1912,585.4222
withdrawal,43,1913,693.2639
dispute,200,1914,412.8774
deposit,405,1915,836.4379
withdrawal,121,1916,497.9266
deposit,453,1917,654.3136
deposit,255,1918,756.4212
withdrawal,315,1919,843.5216
withdrawal,333,1920,270.4552
resolve,723,1921,734.3995
withdrawal,422,1922,943.58
resolve,691,1923,491.7869
chargeback,772,1924,230.2362
resolve,712,1925,890.3798
withdrawal,308,1926,508.0505
resolve,10,1927,566.1169
resolve,380,1928,20.4351
chargeback,938,1929,991.3191
withdrawal,854,1930,615.1493
dispute,242,1931,818.508
deposit,996,1932,401.1114
withdrawal,436,1933,463.04
dispute,418,1934,986.5712
resolve,771,1935,380.6381
withdrawal,459,1936,771.5752
resolve,232,1937,117.2458
withdrawal,464,1938,197.4779
dispute,661,1939,652.0291
resolve,106,1940,138.386
dispute,968,1941,961.5433
deposit,876,1942,225.2752
deposit,360,1943,258.6527
dispute,546,1944,696.0208
deposit,227,1945,674.3445
dispute,48,1946,876.7692
resolve,825,1947,93.998
withdrawal,659,1948,594.0714
resolve,799,1949,439.917
deposit,35,1950,840.3929
dispute,205,1951,947.3695
chargeback,332,1952,804.8634
chargeback,703,1953,378.7526
deposit,219,1954,823.0127
withdrawal,392,1955,666.1801
chargeback,613,1956,541.352
withdrawal,441,1957,594.1857
resolve,470,1958,838.7682
withdrawal,743,1959,409.5498
resolve,238,1960,493.9474
deposit,806,1961,618.7477
withdrawal,1000,1962,746.8138
chargeback,155,1963,508.5421
chargeback,713,1964,559.4775
resolve,640,1965,641.2343
dispute,869,1966,799.0477
chargeback,109,1967,810.5477
withdrawal,228,1968,191.6507
dispute,101,1969,828.5566
withdrawal,888,1970,968.7619
withdrawal,807,1971,583.0166
chargeback,159,1972,320.9537
resolve,988,1973,970.081
deposit,885,1974,851.5658
deposit,268,1975,424.6796
resolve,885,1976,114.6097
withdrawal,327,1977,467.0766
dispute,936,1978,54.737
dispute,190,1979,674.2334
withdrawal,193,1980,875.546
deposit,855,1981,143.9332
deposit,855,1982,197.6228
resolve,956,1983,118.8639
deposit,946,1984,418.8132
resolve,940,1985,752.2518
resolve,682,1986,196.3268
dispute,348,1987,925.0616
deposit,946,1988,61.3226
deposit,349,1989,771.7526
deposit,561,1990,970.857
dispute,330,1991,583.16
resolve,828,1992,678.7946
resolve,466,1993,176.7049
chargeback,1,1994,720.004
dispute,837,1995,596.2695
withdrawal,875,1996,661.819
withdrawal,77,1997,101.8444
deposit,61,1998,885.0011
dispute,791,1999,902.0884
dispute,564,2000,32.1792
chargeback,930,2001,425.6931
chargeback,643,2002,633.7804
resolve,26,2003,253.7004
deposit,424,2004,450.1123
deposit,367,2005,26.5158
deposit,1,2006,935.9518
withdrawal,958,2007,945.0692
chargeback,650,2008,119.9604
chargeback,948,2009,985.1307
dispute,626,2010,459.6152
chargeback,345,2011,257.6281
dispute,877,2012,234.5037
withdrawal,939,2013,543.2683
chargeback,960,2014,663.3967
deposit,758,2015,97.8281
withdrawal,312,2016,644.5431
withdrawal,217,2017,797.5448
deposit,73,2018,618.2068
resolve,411,2019,91.149
chargeback,297,2020,933.2948
chargeback,164,2021,54.2875
resolve,271,2022,786.8522
deposit,552,2023,320.1051
resolve,89,2024,74.3773
dispute,329,2025,768.6271
withdrawal,593,2026,546.9915
resolve,827,2027,568.4437
deposit,782,2028,665.4684
dispute,456,2029,843.7855
resolve,98,2030,968.4032
dispute,926,2031,780.6782
resolve,974,2032,399.069
withdrawal,969,2033,332.1088
chargeback,736,2034,820.7964
deposit,209,2035,949.0273
deposit,162,2036,826.98
deposit,689,2037,766.5976
withdrawal,537,2038,770.3236
chargeback,590,2039,32.6371
deposit,512,2040,179.0747
dispute,36,2041,376.8289
dispute,463,2042,943.4678
chargeback,660,2043,421.9061
withdrawal,390,2044,62.9867
resolve,881,2045,948.6037
resolve,658,2046,329.8958
chargeback,546,2047,469.6417
withdrawal,820,2048,891.3449
withdrawal,463,2049,29.6394
resolve,441,2050,690.2218
chargeback,343,2051,342.7018
withdrawal,155,2052,742.3722
dispute,47,2053,384.2913
chargeback,49,2054,113.3178
dispute,493,2055,509.2621
withdrawal,889,2056,744.8522
dispute,15,2057,189.3344
withdrawal,419,2058,37.7329
withdrawal,958,2059,755.6618
deposit,648,2060,358.6909
chargeback,48,2061,67.9945
resolve,329,2062,804.7672
deposit,131,2063,405.4005
chargeback,864,2064,304.1203
withdrawal,761,2065,489.1315
chargeback,680,2066,268.8915
dispute,767,2067,890.8666
deposit,769,2068,72.9547
withdrawal,155,2069,846.322
resolve,893,2070,683.5592
chargeback,971,2071,462.055
deposit,616,2072,514.1293
chargeback,151,2073,555.8641
dispute,116,2074,125.2458
resolve,117,2075,548.5557
dispute,833,2076,489.8198
deposit,461,2077,457.5908
deposit,235,2078,616.9138
resolve,874,2079,577.1826
chargeback,13,2080,315.2976
resolve,902,2081,554.3187
chargeback,608,2082,172.5867
deposit,364,2083,744.8181
resolve,100,2084,756.4088
resolve,933,2085,668.0075
chargeback,680,2086,717.524
withdrawal,306,2087,315.6352
withdrawal,999,2088,845.4277
withdrawal,96,2089,958.3797
withdrawal,45,2090,786.2878
deposit,706,2091,715.2528
deposit,269,2092,557.6078
dispute,5,2093,266.3287
chargeback,751,2094,668.3953
resolve,678,2095,80.0668
chargeback,209,2096,46.5512
deposit,599,2097,621.7832
deposit,209,2098,408.8565
resolve,945,2099,983.2225
deposit,606,2100,829.539
withdrawal,558,2101,48.1089
resolve,746,2102,765.0067
deposit,385,2103,521.0766
dispute,498,2104,827.6865
withdrawal,51,2105,632.5842
resolve,407,2106,647.689
deposit,322,2107,179.4296
withdrawal,700,2108,360.2419
resolve,799,2109,131.6212
withdrawal,553,2110,218.0866
deposit,364,2111,655.8457
withdrawal,977,2112,23.9876
withdrawal,123,2113,912.6059
resolve,228,2114,197.2929
deposit,848,2115,875.1914
chargeback,855,2116,995.3794
dispute,682,2117,723.7046
chargeback,519,2118,323.2667
deposit,108,2119,265.8837
chargeback,899,2120,390.9023
deposit,615,2121,348.8103
chargeback,758,2122,338.5773
deposit,152,2123,626.0187
resolve,961,2124,666.3473
chargeback,735,2125,59.2196
resolve,342,2126,997.6028
deposit,49,2127,840.9214
chargeback,101,2128,904.1206
withdrawal,72,2129,587.5879
withdrawal,784,2130,623.5657
dispute,357,2131,652.8932
dispute,980,2132,705.9824
chargeback,650,2133,316.8818
dispute,873,2134,812.118
dispute,784,2135,496.6564
deposit,172,2136,68.5463
withdrawal,682,2137,94.6645
resolve,991,2138,957.6245
resolve,313,2139,140.789
resolve,4,2140,56.8525
chargeback,767,2141,566.752
deposit,895,2142,473.1201
withdrawal,441,2143,513.7382
resolve,479,2144,198.5135
deposit,224,2145,510.9075
deposit,297,2146,392.3754
chargeback,675,2147,750.5653
dispute,53,2148,370.0194
withdrawal,641,2149,554.6664
dispute,656,2150,319.7971
withdrawal,112,2151,561.4776
withdrawal,706,2152,75.919
deposit,257,2153,756.8742
deposit,920,2154,69.0312
withdrawal,105,2155,958.5915
resolve,335,2156,535.9243
resolve,467,2157,753.8921
deposit,901,2158,135.9948
dispute,554,2159,883.5815
resolve,741,2160,91.355
chargeback,897,2161,560.7296
deposit,299,2162,290.3539
dispute,369,2163,333.4693
withdrawal,959,2164,28.4382
deposit,539,2165,228.2937
dispute,653,2166,726.8665
chargeback,740,2167,283.9298
resolve,654,2168,30.5585
withdrawal,356,2169,401.2264
deposit,797,2170,569.3331
resolve,482,2171,485.3607
withdrawal,814,2172,133.5533
deposit,209,2173,152.6444
resolve,654,2174,415.0742
withdrawal,160,2175,147.9887
withdrawal,990,2176,279.2342
withdrawal,838,2177,64.6831
deposit,683,2178,391.0532
chargeback,548,2179,697.4768
chargeback,20,2180,175.8651
deposit,808,2181,469.0306
deposit,146,2182,723.4287
withdrawal,116,2183,586.8068
withdrawal,390,2184,44.5032
withdrawal,59,2185,804.1943
chargeback,236,2186,279.0712
dispute,38,2187,87.0899
chargeback,273,2188,6.8375
deposit,229,2189,526.1572
dispute,30,2190,737.4044
deposit,529,2191,882.8502
deposit,507,2192,51.9164
withdrawal,810,2193,948.2034
resolve,275,2194,166.4122
chargeback,522,2195,471.2622
resolve,801,2196,24.1131
deposit,432,2197,460.8224
dispute,867,2198,134.8484
chargeback,766,2199,132.7736
deposit,584,2200,461.8522
deposit,5,2201,565.0777
withdrawal,503,2202,675.6636
dispute,208,2203,827.6541
resolve,233,2204,2.5503
withdrawal,842,2205,617.9275
resolve,41,2206,468.2569
chargeback,192,2207,353.1888
deposit,535,2208,364.6694
deposit,104,2209,518.9089
withdrawal,805,2210,169.0649
deposit,801,2211,554.1424
chargeback,449,2212,907.8717
withdrawal,611,2213,374.0447
withdrawal,801,2214,174.2335
deposit,291,2215,821.08
resolve,598,2216,887.4817
chargeback,62,2217,313.5281
resolve,14,2218,496.9913
chargeback,874,2219,818.8387
chargeback,794,2220,596.2612
resolve,993,2221,245.9633
dispute,773,2222,905.1335
dispute,358,2223,287.3436
resolve,119,2224,4.858
resolve,314,2225,733.0854
chargeback,645,2226,110.5789
withdrawal,926,2227,226.0428
dispute,165,2228,323.5135
chargeback,811,2229,547.9376
chargeback,981,2230,752.8652
deposit,27,2231,624.8014
dispute,448,2232,964.5909
chargeback,825,2233,997.8905
withdrawal,407,2234,260.8063
deposit,12,2235,803.7013
withdrawal,550,2236,887.371
chargeback,658,2237,866.8945
withdrawal,962,2238,750.5135
resolve,953,2239,994.1413
deposit,490,2240,306.244
chargeback,462,2241,52.3973
withdrawal,661,2242,719.447
resolve,217,2243,509.8313
withdrawal,630,2244,308.1631
withdrawal,581,2245,297.5929
withdrawal,506,2246,898.2058
dispute,575,2247,637.9617
resolve,451,2248,63.55
deposit,881,2249,917.7226
chargeback,489,2250,341.3729
chargeback,123,2251,472.0113
withdrawal,168,2252,72.406
resolve,909,2253,376.3044
resolve,81,2254,241.8074
deposit,876,2255,178.7529
chargeback,13,2256,534.9396
deposit,849,2257,327.3902
chargeback,478,2258,64.4334
withdrawal,955,2259,607.6155
withdrawal,692,2260,215.661
dispute,511,2261,581.6011
withdrawal,705,2262,453.4574
dispute,915,2263,716.3613
withdrawal,539,2264,177.1311
deposit,765,2265,373.9219
chargeback,262,2266,492.1785
resolve,575,2267,664.351
deposit,102,2268,699.1757
withdrawal,191,2269,454.3808
dispute,187,2270,450.832
resolve,611,2271,209.3482
withdrawal,264,2272,562.9987
resolve,38,2273,876.7192
withdrawal,202,2274,935.3275
dispute,695,2275,528.4989
chargeback,999,2276,774.7644
withdrawal,389,2277,409.4695
deposit,990,2278,312.8449
withdrawal,956,2279,485.6655
resolve,724,2280,11.3675
chargeback,502,2281,835.1854
chargeback,654,2282,789.1834
resolve,696,2283,987.5788
deposit,962,2284,74.957
chargeback,642,2285,51.5286
resolve,847,2286,180.6945
chargeback,242,2287,146.4617
withdrawal,616,2288,232.4574
deposit,897,2289,613.9812
withdrawal,224,2290,389.6066
dispute,695,2291,176.6695
deposit,322,2292,708.5349
resolve,847,2293,25.4725
chargeback,826,2294,332.236
resolve,966,2295,120.8676
dispute,797,2296,450.4514
chargeback,719,2297,704.9063
withdrawal,991,2298,358.9844
dispute,119,2299,550.6344
dispute,567,2300,257.2859
dispute,538,2301,713.4836
dispute,984,2302,498.6033
resolve,989,2303,80.0562
withdrawal,138,2304,185.0256
resolve,455,2305,148.6458
dispute,50,2306,599.8263
chargeback,40,2307,453.376
resolve,8,2308,28.0956
chargeback,514,2309,179.5807
dispute,728,2310,862.7282
dispute,834,2311,934.8542
withdrawal,288,2312,406.8483
chargeback,699,2313,916.9441
resolve,651,2314,354.6014
withdrawal,793,2315,42.59
resolve,603,2316,464.029
deposit,890,2317,796.1976
resolve,859,2318,626.4722
deposit,204,2319,819.5657
withdrawal,873,2320,760.1707
resolve,938,2321,283.0794
deposit,536,2322,111.9807
chargeback,946,2323,233.0637
chargeback,324,2324,273.1495
deposit,232,2325,70.0186
resolve,969,2326,303.9586
chargeback,501,2327,386.5625
dispute,280,2328,79.434
dispute,639,2329,550.0251
deposit,333,2330,984.5945
withdrawal,230,2331,667.5937
resolve,934,2332,671.1187
chargeback,903,2333,986.928
withdrawal,58,2334,324.4609
deposit,977,2335,219.0976
resolve,534,2336,839.9737
withdrawal,229,2337,972.5562
withdrawal,397,2338,309.3123
deposit,796,2339,269.2986
chargeback,116,2340,976.1018
deposit,655,2341,529.4834
withdrawal,13,2342,261.6079
resolve,446,2343,129.5717
dispute,804,2344,447.6829
withdrawal,417,2345,51.7721
resolve,140,2346,442.766
deposit,912,2347,326.269
withdrawal,362,2348,484.1907
resolve,10,2349,372.3049
chargeback,949,2350,192.5408
dispute,526,2351,102.8556
dispute,394,2352,401.7491
resolve,352,2353,464.2216
deposit,12,2354,117.0204
deposit,197,2355,601.7728
resolve,535,2356,704.3943
chargeback,515,2357,156.8117
withdrawal,580,2358,24.2629
withdrawal,165,2359,238.5412
deposit,730,2360,219.2545
dispute,941,2361,275.5158
resolve,952,2362,264.6141
withdrawal,879,2363,109.4186
chargeback,834,2364,111.028
resolve,134,2365,854.1246
resolve,84,2366,710.9053
withdrawal,356,2367,995.2746
deposit,252,2368,903.5509
resolve,77,2369,649.7183
withdrawal,936,2370,827.7822
withdrawal,69,2371,373.0258
resolve,867,2372,251.1218
resolve,830,2373,514.3122
dispute,712,2374,100.4079
chargeback,791,2375,336.137
withdrawal,849,2376,923.2176
resolve,940,2377,190.0576
chargeback,522,2378,716.7534
withdrawal,561,2379,163.2034
dispute,338,2380,349.198
deposit,914,2381,952.8522
resolve,227,2382,875.7554
resolve,869,2383,929.5263
dispute,108,2384,610.3149
deposit,123,2385,950.0395
chargeback,439,2386,218.3013
deposit,348,2387,55.2063
chargeback,508,2388,777.4341
withdrawal,604,2389,127.2151
dispute,628,2390,643.0676
resolve,451,2391,356.9641
chargeback,173,2392,334.181
resolve,174,2393,467.4688
dispute,149,2394,313.9624
withdrawal,606,2395,990.9641
dispute,482,2396,29.9696
deposit,521,2397,3.9769
chargeback,412,2398,858.2011
chargeback,68,2399,23.511
withdrawal,564,2400,595.0149
chargeback,761,2401,350.6215
resolve,813,2402,590.5864
dispute,552,2403,772.982
withdrawal,962,2404,463.3038
chargeback,405,2405,990.574
resolve,936,2406,744.4419
resolve,766,2407,241.912
chargeback,478,2408,811.3498
resolve,63,2409,904.9584
chargeback,233,2410,99.1868
resolve,855,2411,412.1285
resolve,619,2412,723.9903
deposit,245,2413,669.6429
resolve,539,2414,430.8602
resolve,738,2415,262.1699
resolve,577,2416,557.0758
resolve,944,2417,418.553
withdrawal,203,2418,199.7473
dispute,714,2419,385.4888
withdrawal,435,2420,366.7115
deposit,224,2421,256.9354
chargeback,260,2422,215.5706
chargeback,50,2423,872.9242
resolve,896,2424,945.3702
deposit,649,2425,923.9755
withdrawal,528,2426,321.7405
resolve,893,2427,613.938
chargeback,105,2428,359.638
resolve,77,2429,421.4302
resolve,399,2430,804.1552
withdrawal,264,2431,715.4005
resolve,646,2432,335.1614
chargeback,519,2433,281.6028
chargeback,357,2434,109.37
dispute,355,2435,870.9425
resolve,477,2436,85.0087
resolve,841,2437,786.939
withdrawal,328,2438,690.8844
chargeback,228,2439,488.099
deposit,906,2440,823.527
chargeback,689,2441,942.4178
deposit,262,2442,706.2754
resolve,315,2443,501.9628
resolve,518,2444,707.2131
chargeback,113,2445,73.7189
deposit,860,2446,883.6266
resolve,937,2447,646.1117
deposit,884,2448,180.8757
chargeback,712,2449,470.543
dispute,142,2450,178.5497
chargeback,869,2451,800.1445
withdrawal,566,2452,500.3919
dispute,972,2453,999.7026
withdrawal,607,2454,139.3595
deposit,290,2455,588.6714
withdrawal,873,2456,145.2425
resolve,147,2457,150.0593
deposit,773,2458,799.0624
chargeback,941,2459,231.0584
dispute,566,2460,466.0209
resolve,547,2461,599.9309
resolve,782,2462,735.9909
resolve,874,2463,610.4863
chargeback,255,2464,931.7401
dispute,278,2465,250.2282
withdrawal,368,2466,261.1663
withdrawal,908,2467,445.0285
deposit,821,2468,366.3726
resolve,108,2469,216.0692
chargeback,576,2470,831.8534
dispute,512,2471,172.9432
resolve,344,2472,522.4257
deposit,333,2473,143.9278
resolve,693,2474,184.6969
withdrawal,143,2475,40.0094
resolve,179,2476,138.1397
deposit,825,2477,870.3991
withdrawal,30,2478,985.0277
deposit,911,2479,367.9127
dispute,588,2480,919.8451
resolve,985,2481,995.7223
chargeback,795,2482,82.4446
dispute,253,2483,97.0998
chargeback,922,2484,184.1807
chargeback,630,2485,927.3667
deposit,656,2486,831.6154
dispute,571,2487,23.1462
dispute,915,2488,452.7787
dispute,432,2489,189.5533
deposit,721,2490,144.2333
dispute,716,2491,678.8379
resolve,366,2492,620.0775
chargeback,596,2493,497.3162
withdrawal,182,2494,903.426
deposit,907,2495,189.576
chargeback,534,2496,534.0493
resolve,218,2497,437.8354
chargeback,139,2498,675.8206
chargeback,623,2499,813.1662
dispute,645,2500,584.424
deposit,978,2501,584.4703
chargeback,627,2502,739.8005
deposit,753,2503,687.3697
deposit,14,2504,17.2856
withdrawal,540,2505,788.4979
withdrawal,551,2506,518.9472
withdrawal,824,2507,714.4589
dispute,183,2508,905.646
chargeback,744,2509,410.3819
withdrawal,28,2510,543.8807
resolve,276,2511,581.5761
withdrawal,665,2512,601.5259
withdrawal,858,2513,275.646
resolve,914,2514,690.8282
chargeback,740,2515,167.3654
chargeback,575,2516,143.5907
chargeback,928,2517,836.2675
deposit,27,2518,937.8129
chargeback,946,2519,822.1157
chargeback,602,2520,524.0044
deposit,669,2521,770.8964
withdrawal,962,2522,703.5136
dispute,894,2523,720.0293
dispute,427,2524,852.2128
resolve,561,2525,919.7936
dispute,809,2526,297.571
resolve,481,2527,978.708
chargeback,625,2528,844.2872
deposit,567,2529,555.4111
deposit,495,2530,155.518
withdrawal,756,2531,549.0075
chargeback,462,2532,388.1054
chargeback,305,2533,776.2416
dispute,234,2534,55.1237
chargeback,723,2535,668.5491
deposit,845,2536,99.2915
withdrawal,238,2537,443.3238
chargeback,269,2538,170.2868
chargeback,603,2539,92.1598
withdrawal,338,2540,486.3152
chargeback,69,2541,642.7731
chargeback,530,2542,898.4401
withdrawal,239,2543,582.884
chargeback,869,2544,87.9534
chargeback,946,2545,271.8959
chargeback,367,2546,943.2126
deposit,178,2547,237.9495
deposit,288,2548,992.7184
deposit,610,2549,36.7192
resolve,761,2550,863.7603
withdrawal,499,2551,674.0852
chargeback,100,2552,798.9792
withdrawal,41,2553,534.2974
chargeback,312,2554,264.4763
chargeback,517,2555,53.9016
deposit,446,2556,402.4224
chargeback,178,2557,507.283
deposit,877,2558,467.5916
deposit,527,2559,852.8484
withdrawal,663,2560,508.0064
chargeback,942,2561,172.7226
deposit,304,2562,969.8432
resolve,717,2563,804.7939
deposit,779,2564,682.3631
withdrawal,908,2565,706.6382
chargeback,911,2566,400.3315
resolve,199,2567,31.9533
dispute,683,2568,641.7824
chargeback,343,2569,850.4361
resolve,808,2570,762.0229
deposit,479,2571,793.7971
withdrawal,597,2572,932.1947
deposit,542,2573,672.4163
withdrawal,825,2574,676.2977
deposit,935,2575,815.6091
withdrawal,623,2576,344.6708
withdrawal,614,2577,109.5283
resolve,572,2578,116.4482
dispute,880,2579,499.5367
dispute,308,2580,708.1629
dispute,690,2581,843.5745
deposit,800,2582,542.2153
resolve,822,2583,442.2795
resolve,699,2584,340.2257
dispute,734,2585,159.8039
resolve,771,2586,837.3114
chargeback,293,2587,562.9096
deposit,817,2588,575.0581
chargeback,486,2589,614.2638
withdrawal,666,2590,529.979
chargeback,138,2591,458.1152
resolve,380,2592,957.5642
deposit,886,2593,170.6191
chargeback,628,2594,136.4893
deposit,266,2595,486.4629
resolve,122,2596,320.9459
withdrawal,447,2597,804.7527
withdrawal,622,2598,578.5846
resolve,629,2599,238.7605
deposit,818,2600,700.5013
dispute,431,2601,696.2168
resolve,233,2602,499.4306
withdrawal,897,2603,876.9029
withdrawal,605,2604,297.1069
resolve,934,2605,878.3208
chargeback,612,2606,157.3779
deposit,923,2607,942.4324
dispute,545,2608,719.1614
deposit,797,2609,659.6818
dispute,77,2610,347.9696
deposit,436,2611,446.8872
deposit,741,2612,681.5688
withdrawal,6,2613,547.8155
withdrawal,734,2614,735.0494
chargeback,948,2615,376.7382
dispute,393,2616,461.4154
resolve,394,2617,148.4267
chargeback,676,2618,235.7676
resolve,754,2619,219.8559
dispute,333,2620,309.0152
withdrawal,898,2621,534.2433
chargeback,505,2622,450.8228
resolve,450,2623,782.0256
withdrawal,665,2624,405.4983
deposit,87,2625,949.707
resolve,397,2626,741.4805
dispute,770,2627,356.5852
resolve,140,2628,266.6132
resolve,652,2629,20.3717
deposit,761,2630,8.4365
dispute,560,2631,515.6003
dispute,509,2632,638.0147
dispute,400,2633,290.8656
dispute,171,2634,226.9114
chargeback,716,2635,330.6952
deposit,693,2636,514.148
chargeback,573,2637,801.6345
dispute,343,2638,519.9139
resolve,264,2639,615.4058
chargeback,938,2640,567.7969
dispute,544,2641,21.4635
deposit,717,2642,929.4837
withdrawal,458,2643,973.2413
chargeback,289,2644,830.4463
withdrawal,71,2645,340.7149
deposit,987,2646,916.3747
deposit,50,2647,449.4758
dispute,899,2648,464.6065
resolve,219,2649,736.7062
dispute,267,2650,492.3667
withdrawal,481,2651,335.1865
deposit,640,2652,783.3755
chargeback,728,2653,871.067
chargeback,817,2654,209.8774
deposit,227,2655,127.3633
dispute,111,2656,76.8452
chargeback,530,2657,596.3103
deposit,736,2658,581.082
deposit,638,2659,861.0705
dispute,560,2660,406.4135
chargeback,979,2661,219.0292
dispute,536,2662,704.7458
resolve,987,2663,811.2021
chargeback,115,2664,265.7772
deposit,14,2665,175.0731
dispute,624,2666,237.7721
deposit,500,2667,734.6218
deposit,402,2668,228.168
resolve,852,2669,414.6347
resolve,994,2670,78.0377
dispute,405,2671,973.1967
withdrawal,86,2672,111.6988
resolve,706,2673,207.4499
deposit,596,2674,381.2159
resolve,453,2675,127.9333
dispute,453,2676,521.5388
withdrawal,60,2677,763.6187
chargeback,660,2678,801.6546
dispute,616,2679,447.7407
dispute,574,2680,523.4457
resolve,964,2681,606.3534
chargeback,117,2682,473.053
resolve,577,2683,601.9436
dispute,944,2684,981.5586
resolve,371,2685,303.455
deposit,317,2686,102.4458
deposit,268,2687,754.0363
deposit,65,2688,153.289
dispute,98,2689,56.6494
resolve,454,2690,492.9133
deposit,92,2691,751.4404
withdrawal,90,2692,679.0355
dispute,488,2693,692.4256
chargeback,313,2694,259.2514
deposit,1000,2695,625.4283
chargeback,370,2696,204.0527
dispute,998,2697,417.3221
chargeback,283,2698,650.8144
dispute,226,2699,994.5118
resolve,969,2700,607.22
resolve,127,2701,827.8418
chargeback,573,2702,310.1846
deposit,516,2703,937.3069
dispute,957,2704,416.5406
dispute,55,2705,339.1716
dispute,861,2706,939.8045
dispute,820,2707,975.0052
deposit,31,2708,32.0617
chargeback,734,2709,569.4973
withdrawal,31,2710,669.4172
withdrawal,557,2711,213.9876
withdrawal,360,2712,535.4179
deposit,324,2713,641.5532
withdrawal,776,2714,663.4071
deposit,131,2715,614.255
withdrawal,416,2716,339.4847
withdrawal,646,2717,283.9733
deposit,194,2718,47.3396
resolve,164,2719,458.0243
withdrawal,258,2720,591.0803
resolve,285,2721,11.699
chargeback,720,2722,130.8806
chargeback,546,2723,448.0705
chargeback,639,2724,782.1783
chargeback,74,2725,19.227
withdrawal,451,2726,248.4521
resolve,189,2727,755.7686
withdrawal,883,2728,610.3679
deposit,807,2729,481.6954
withdrawal,865,2730,12.9282
resolve,627,2731,237.3528
resolve,477,2732,482.8586
deposit,449,2733,628.9571
withdrawal,697,2734,335.3156
resolve,191,2735,66.6998
resolve,470,2736,548.774
withdrawal,762,2737,939.1079
deposit,838,2738,936.8294
resolve,957,2739,240.2893
chargeback,951,2740,823.0261
withdrawal,486,2741,216.8235
chargeback,248,2742,398.3345
dispute,940,2743,161.863
resolve,485,2744,460.3234
dispute,562,2745,410.373
dispute,178,2746,202.9545
chargeback,183,2747,305.5459
dispute,189,2748,921.3208
chargeback,486,2749,66.2102
dispute,21,2750,857.2523
withdrawal,486,2751,951.4948
deposit,664,2752,163.2741
withdrawal,939,2753,324.8119
dispute,41,2754,731.4024
withdrawal,394,2755,3.3376
dispute,997,2756,470.4751
withdrawal,238,2757,589.0246
dispute,788,2758,248.7374
resolve,498,2759,26.7992
deposit,593,2760,498.1976
dispute,908,2761,710.0828
resolve,727,2762,367.5866
deposit,115,2763,212.7859
chargeback,903,2764,385.6894
chargeback,356,2765,91.7307
dispute,327,2766,338.7666
deposit,344,2767,484.6273
deposit,828,2768,246.959
withdrawal,255,2769,790.2384
withdrawal,795,2770,799.3991
withdrawal,874,2771,513.1478
deposit,312,2772,104.3242
resolve,951,2773,679.6945
dispute,651,2774,332.4972
dispute,278,2775,693.2491
withdrawal,980,2776,650.6491
